path,text,preprocessed_text
/kaggle/input/dataset-ir-assignment1/text_files/file54.txt,"I installed a set of these on my Epiphone G400 Pro. They offer better prevention of guitar straps slipping off than the stock strap buttons provide. These pins also have a lower profile than the stock pins. They are a single piece pin, versus strap lock that have two pieces that lock together. Installation was very easy and the provided hardware fit with no issues. These strap pins give me piece of mind and they look awesome too!",installed set epiphone g pro offer better prevention guitar straps slipping stock strap buttons provide pins also lower profile stock pins single piece pin versus strap lock two pieces lock together installation easy provided hardware fit issues strap pins give piece mind look awesome
/kaggle/input/dataset-ir-assignment1/text_files/file376.txt,"I've used this on a dozen flights and it's nice and hard, great for protecting my bow.",used dozen flights nice hard great protecting bow
/kaggle/input/dataset-ir-assignment1/text_files/file20.txt,"You really cant beat it for the price, however, I would not use it for really heavy lights. Its only rated for 50lbs anyway. If you have some LED fixtures, a couple lasers (attached picture).... then this is perfect. Heavy scanners, and other large format lights (even if only using one ~40 lbs) I would not use. It only feels secure enough for a couple smaller lights and a fogger. Just buy it!!! You could always use it in your entertainment center and or, mobile DJ rig for some sort of light application.",really cant beat price however would use really heavy lights rated lbs anyway led fixtures couple lasers attached picture perfect heavy scanners large format lights even using one lbs would use feels secure enough couple smaller lights fogger buy could always use entertainment center mobile dj rig sort light application
/kaggle/input/dataset-ir-assignment1/text_files/file135.txt,"This works for my Maschine Studio Controller, but it (the Maschine) must have the legs extended to prevent it from slipping off.

The stand itself can be extended and adjusted upward. The top flat part can be tilted as well.

It is very sturdy and well built, which is common with most things from the Hola! brand",works maschine studio controller maschine must legs extended prevent slipping stand extended adjusted upward top flat part tilted well sturdy well built common things hola brand
/kaggle/input/dataset-ir-assignment1/text_files/file962.txt,"Excellent budget 7 string , Had to touch up the fret work a bit and tighten down some of the screws but other than that it was perfect . Replaced the original strings with 11-64 for A standard tuning . i wasn't sure if i was getting 22 or 24 frets on the guitar as it said both in the description but it did come with 24 frets . Have been playing Korn and trivium covers so far and its perfect for it . Stock ESP pups are not to bad , decent tone , i'm using a peavy 6505+ amp .",excellent budget string touch fret work bit tighten screws perfect replaced original strings standard tuning sure getting frets guitar said description come frets playing korn trivium covers far perfect stock esp pups bad decent tone using peavy amp
/kaggle/input/dataset-ir-assignment1/text_files/file92.txt,"I ordered this for my daughter as a back up. we finally opened it to get it ready and started tightening , the end part broke!",ordered daughter back finally opened get ready started tightening end part broke
/kaggle/input/dataset-ir-assignment1/text_files/file504.txt,"This tailpiece is very solid and the plating and finish couldn't be better. So great for the price. I don't expect plating will stand contact/rubbing for long, but that's the case with most gold plated hardware, so I suggest any gold hardware be handled delicately. I know gold plating costs so much more than its price, so it's a bargain.",tailpiece solid plating finish better great price expect plating stand contact rubbing long case gold plated hardware suggest gold hardware handled delicately know gold plating costs much price bargain
/kaggle/input/dataset-ir-assignment1/text_files/file558.txt,"Adds a nice touch of originality. I paired these with a Fender tweed strap, but maybe it is a little bit of overkill having the F sign everywhere (""Ok ok we KNOW it is a Fender, come on!""). They are kind of massive when installed, doesn't look bad but just bulky. Only problem I had is that I had previously installed a set of Dunlop straplocks, and when substituting them for these, the new Fender screw fell kind of short, and never got tight, they always stayed turning around when screwing them. So I had to use the previous Dunlop screws with the new Fender ones, and it worked like a charm. Not a problem of the product, but if one has used something else before, one might have these kinds of issues later. Not as easy to lock into the guitar as other models, this one requires two fingers to adjust, instead of for instance Dunlops, with just a central button. Just be sure that your guitar is strapped when you let it go!",adds nice touch originality paired fender tweed strap maybe little bit overkill f sign everywhere ok ok know fender come kind massive installed look bad bulky problem previously installed set dunlop straplocks substituting new fender screw fell kind short never got tight always stayed turning around screwing use previous dunlop screws new fender ones worked like charm problem product one used something else one might kinds issues later easy lock guitar models one requires two fingers adjust instead instance dunlops central button sure guitar strapped let go
/kaggle/input/dataset-ir-assignment1/text_files/file398.txt,"Hello guys, I'm very disappointed with my purchase... I throw up money with poor plastic. I opened the stick and ""easily"" broke very low quality plastic!! U can see attached photo.",hello guys disappointed purchase throw money poor plastic opened stick easily broke low quality plastic u see attached photo
/kaggle/input/dataset-ir-assignment1/text_files/file825.txt,"I'd give it 5-stars if it was filled-in around the connector (cleaner look and easier to hit in the dark).  Otherwise it was a great solution to cleanly put  an access port on the front of my portable recording rig.  I have lots of USB-A to USB-B cables about, so that connected me to a standard USB audio interface inside the rack also with a B connector.  I already had another B-to-A adapter like this for a USB charging jack that is reversed, with the A-B cable on the inside going to a standard USB charger.

BTW, mixed responses in the Q/A section.  They may be coming from different suppliers or maybe not genuine Switchcraft, as mine did NOT come with any screws.",give stars filled around connector cleaner look easier hit dark otherwise great solution cleanly put access port front portable recording rig lots usb usb b cables connected standard usb audio interface inside rack also b connector already another b adapter like usb charging jack reversed b cable inside going standard usb charger btw mixed responses q section may coming different suppliers maybe genuine switchcraft mine come screws
/kaggle/input/dataset-ir-assignment1/text_files/file71.txt,"Great tuner. I use it for my guitar and also with vocals. Clips to the end of the guitar for easy use. It has lasted years. I've replaced the batteries a few times, but mostly because I forget to turn it off from time to time. Great item.",great tuner use guitar also vocals clips end guitar easy use lasted years replaced batteries times mostly forget turn time time great item
/kaggle/input/dataset-ir-assignment1/text_files/file794.txt,"Great microphone, I use it with my cheap/budget Behringer mixer, the sound is good and if I turn up the gain it will pick up everything in the room. It is great for recording acoustic guitar and vocals, don't start layering the vocals though, it starts to sound kind of weird.",great microphone use cheap budget behringer mixer sound good turn gain pick everything room great recording acoustic guitar vocals start layering vocals though starts sound kind weird
/kaggle/input/dataset-ir-assignment1/text_files/file884.txt,"They're pretty decent panels for what it's worth. By far they're not professional grade, but I think they can do well for a small home studio. They are fairly thin, so initially it's going to absorb higher frequencies better than lower frequencies, so keep that in mind.

What I did to hang mine safely without causing damage to the walls: I purchased 12""x12"" Medium Weight Chipboard sheets and used 3M spray adhesive to stick the foam to the board. Then, I used 1 4lb rated velcro command strip (per each panel) and put it on the wall. It's holding fairly well, and because it's a velcro command strip, you can make slight adjustments as needed.",pretty decent panels worth far professional grade think well small home studio fairly thin initially going absorb higher frequencies better lower frequencies keep mind hang mine safely without causing damage walls purchased x medium weight chipboard sheets used spray adhesive stick foam board used lb rated velcro command strip per panel put wall holding fairly well velcro command strip make slight adjustments needed
/kaggle/input/dataset-ir-assignment1/text_files/file394.txt,"Great for tuning a lap harp that we got for 5 bucks at a yard sale. The brand in Russian is ""Perepolotchka"" and the back of the harp says ""Made in USSR"". We were so pleased to find this!",great tuning lap harp got bucks yard sale brand russian perepolotchka back harp says made ussr pleased find
/kaggle/input/dataset-ir-assignment1/text_files/file439.txt,"I just wanted to say that the Fender Vintage Noiseless Pickups were a great upgrade to my 2012 Fender Standard Stratocaster.  They provide a much cleaner, bell-like tone compared to the factory-fitted pickups.  The factory pickups are actually great for gritty blues and rock, but my playing is mostly clean, so I prefer the sound of the Vintage Noiseless.  Also, the package I got had the updated wiring diagram (correct!) - the only issue is that is didn't show how to connect the output jack hot wire, but it is shown on the wiring diagram from Fender's website (for the American Deluxe Stratocaster).  I installed the new pots, capacitors, resistor that came in the package and this gave me the cleanest, brightest tone.  If you want a warmer tone, you can probably skip doing this.",wanted say fender vintage noiseless pickups great upgrade fender standard stratocaster provide much cleaner bell like tone compared factory fitted pickups factory pickups actually great gritty blues rock playing mostly clean prefer sound vintage noiseless also package got updated wiring diagram correct issue show connect output jack hot wire shown wiring diagram fender website american deluxe stratocaster installed new pots capacitors resistor came package gave cleanest brightest tone want warmer tone probably skip
/kaggle/input/dataset-ir-assignment1/text_files/file859.txt,"Have never tried these before- just put them on two of my basses. I usually play a set of strings 'til a string breaks- so a very long time. After about a month of playing they still sound fairly new, I think they sound good, feel good, and have even response up and down and across the fretboard.

In the pictures I included, the Epiphone Accu-Bass is a string-through body (to explain why the silks line up differently).

I will have to update this review later after I get more experience with playing these strings, but so far so good.",never tried put two basses usually play set strings til string breaks long time month playing still sound fairly new think sound good feel good even response across fretboard pictures included epiphone accu bass string body explain silks line differently update review later get experience playing strings far good
/kaggle/input/dataset-ir-assignment1/text_files/file98.txt,"It was exactly as I expected. Sounds great under all circumstances! Hot sound, without being harsh. Serious attitude. Serious attack. Sounds great clean also. All of this, without losing the guitar's natural voice. Installed it in a '78 Stratocaster, and gave it a new life. It's just too bad that it took me decades to finally take the plunge to switch from a Super D. (which had been my go to in all my guitars since the mid 80s).",exactly expected sounds great circumstances hot sound without harsh serious attitude serious attack sounds great clean also without losing guitar natural voice installed stratocaster gave new life bad took decades finally take plunge switch super go guitars since mid
/kaggle/input/dataset-ir-assignment1/text_files/file260.txt,"Cable quality is great, as usual from monoprice. However, Monoprice used a very sticky tape that left a huge amount of tape-glue on the cable rather than two twist ties or similar..Went through 10 minutes and 3 clorox wipes getting it all (mostly) off. Unusual for them.
In the photo, the shiny parts on the left and right ate glue residue from the tape. It was thick enough that it coats your fingers when you touch it., and instantly picked up fuzz from everything it touched; not cleaning it was not an option. You'd end up with a fireball every foot of cable.",cable quality great usual monoprice however monoprice used sticky tape left huge amount tape glue cable rather two twist ties similar went minutes clorox wipes getting mostly unusual photo shiny parts left right ate glue residue tape thick enough coats fingers touch instantly picked fuzz everything touched cleaning option end fireball every foot cable
/kaggle/input/dataset-ir-assignment1/text_files/file48.txt,"These strings were reccomended to me by an acquaintance of mine during a bass clinic I attended recently.  I ordered them right away.. All i can say is WOW! Excellent tone. It really brightened up my sound. I had gotten used to muddy sounding strings.  I haven't noticed a sticky feeling like others have mentioned, mine are silky smooth. Great playability. Wasn't too concerned about color, But When I installed them on my Ferrari red Carvin LB 70, I fell in love with my bass all over again.  It looks stunning, and I get many comments about my bass now..Others have mentioned that the color wears off quickly, but I don't care, I'll used the color wear as a guage of when to change them..Then neon ones even glow brightly under a black light.  Bass players don't get much credit so why not give them a show and something to talk about.",strings reccomended acquaintance mine bass clinic attended recently ordered right away say wow excellent tone really brightened sound gotten used muddy sounding strings noticed sticky feeling like others mentioned mine silky smooth great playability concerned color installed ferrari red carvin lb fell love bass looks stunning get many comments bass others mentioned color wears quickly care used color wear guage change neon ones even glow brightly black light bass players get much credit give show something talk
/kaggle/input/dataset-ir-assignment1/text_files/file339.txt,"I will be switching ALL of my snare drums to this head. Why?
the sound is PERFECT!
the tuning is PERFECT!
Produces rich VOLUME for brushes that will last for the life of the head.
It is NOT CLEAR! It is NOT WHITE! It is a lovely OPAQUE FROST!
By far, it is the most beautiful head I have ever seen and it is a perfect match for the Ludwig Super Phonic aluminum alloy shell as oppose to ugly old white, white, white, or a big ugly black black dot on white. The silver center dot has a really slick, brushed 21st century metal look to it and...well... IT'S JUST GOT CLASS! It DOES NOT have a cheesy sprayed on ""ruff-coat"" finish but the surface is ETCHED (like the Evans jazz head) for brush use...VERY easy to clean any of that dark residue you get from wire brushes.

Included a shot next to my 5 1/2 Millennium snare that has a Remo Renaissance head.
I use a 200 or 300 clear on the snare side and Pure Sound snares.
Sorry Remo...Evans just ate your lunch.",switching snare drums head sound perfect tuning perfect produces rich volume brushes last life head clear white lovely opaque frost far beautiful head ever seen perfect match ludwig super phonic aluminum alloy shell oppose ugly old white white white big ugly black black dot white silver center dot really slick brushed st century metal look well got class cheesy sprayed ruff coat finish surface etched like evans jazz head brush use easy clean dark residue get wire brushes included shot next millennium snare remo renaissance head use clear snare side pure sound snares sorry remo evans ate lunch
/kaggle/input/dataset-ir-assignment1/text_files/file481.txt,"Great light! Don't let the size fool you. Check out my video on the Mini Kinta
By DJ Joey K
https://www.youtube.com/watch?v=zUYoaGuBNRI",great light let size fool check video mini kinta dj joey k https www youtube com watch v zuyoagubnri
/kaggle/input/dataset-ir-assignment1/text_files/file739.txt,"You know, for a low-cost item, these do a pretty good job.  We are using them for filler lights to keep shadows down on the stage. My friend has an earlier version that does not include the fans and he had issues with them flickering due to overheating.  With the fans added, although noisy, it seems to eliminate the flickering issue.

For the money, they are a good buy.",know low cost item pretty good job using filler lights keep shadows stage friend earlier version include fans issues flickering due overheating fans added although noisy seems eliminate flickering issue money good buy
/kaggle/input/dataset-ir-assignment1/text_files/file863.txt,"Just what inwas specting to keep my mobile recording studio on the go. Don't let the ""cable bag"" fool you, this bag can keep more than just cables and is pretty customizable.  I recommend using it with khanka bags to give extra protection even though the bag is sturdy enough but to keep equipment more in place nice and tight. I would've preffered buying the large size but for now im happy with this one. I would recommend this to a friend and would buy another one again!",inwas specting keep mobile recording studio go let cable bag fool bag keep cables pretty customizable recommend using khanka bags give extra protection even though bag sturdy enough keep equipment place nice tight would preffered buying large size im happy one would recommend friend would buy another one
/kaggle/input/dataset-ir-assignment1/text_files/file178.txt,"Love this product. I just got it today and it sound perfect. I was skeptical that it would work, but its a Vox product so I figured I would be safe. So awesome to be able to practice without disturbing neighbors and family.",love product got today sound perfect skeptical would work vox product figured would safe awesome able practice without disturbing neighbors family
/kaggle/input/dataset-ir-assignment1/text_files/file171.txt,Very nice product! Really really love it! I hope these last long time! Highly recommended! Better effect with a fog machine!,nice product really really love hope last long time highly recommended better effect fog machine
/kaggle/input/dataset-ir-assignment1/text_files/file652.txt,"Provided that this is not a Fender Telecaster but a Squier, I was pleasantly surprised by its playability and its tone. The three pick-up options make it very versatile for any type of music you may want to use it for. The difference in quality between this guitar model and the Squier by Fender Bullet Strat is incredible and well worth the $50 price increase.",provided fender telecaster squier pleasantly surprised playability tone three pick options make versatile type music may want use difference quality guitar model squier fender bullet strat incredible well worth price increase
/kaggle/input/dataset-ir-assignment1/text_files/file18.txt,"This Gator guitar hanger is sturdy, attractive, and easy to install.  It comes with wall anchors for drywall, and long screws.  The hangers are rubber coated to prevent finish damage.  The instructions are simple and I had this installed in under 5 minutes.  There are no screws visible once the unit is on the wall.  I was initially worried that the guitar would hang too close to the wall, however it is a good 3.5"" away.  It did take some ""oomph"" to get the actual hanger prongs parallel to the floor, but it certainly feels solidly locked in.  I was fortunate enough to have a location where a stud was available (and I would highly recommend using a stud for the install), however 2 heavy duty screw-in wall anchors also come with the unit for drywall mounting.  I much prefer this clean look to having the guitar on a floor stand in the corner where it tends to gather dust and dog hair. Ugh.",gator guitar hanger sturdy attractive easy install comes wall anchors drywall long screws hangers rubber coated prevent finish damage instructions simple installed minutes screws visible unit wall initially worried guitar would hang close wall however good away take oomph get actual hanger prongs parallel floor certainly feels solidly locked fortunate enough location stud available would highly recommend using stud install however heavy duty screw wall anchors also come unit drywall mounting much prefer clean look guitar floor stand corner tends gather dust dog hair ugh
